3.18071374336, 62.248, 1
3.17767653759, 62.235, 2
3.16173120729, 62.25, 3
3.16856492027, 62.25, 4
3.17919514047, 62.257, 5
3.18754745634, 62.576, 6
3.16856492027, 62.233, 7
3.1761579347, 62.49, 8
3.17160212604, 62.299, 9
3.16856492027, 62.262, 10
3.17160212604, 62.202, 11
3.16324981017, 62.256, 12
3.15110098709, 62.317, 13
3.18830675778, 62.589, 14
3.18375094913, 62.247, 15
3.17767653759, 62.237, 16
3.17312072893, 62.208, 17
3.18451025057, 62.52, 18
3.17236142749, 62.245, 19
3.17388003037, 62.6, 20
3.16249050873, 62.175, 21
3.16704631739, 62.299, 22
3.1655277145, 62.234, 23
1.17767653759, 23.503, 24
3.15793470008, 62.233, 25
3.18375094913, 62.513, 26
3.17008352316, 62.272, 27
3.16628701595, 62.389, 28
3.15945330296, 62.316, 29
3.17539863326, 62.272, 30
3.18299164768, 62.529, 31
3.16173120729, 62.263, 32
0.337129840547, 6.957, 33
