laps_completed, time_elapsed, experiment_number
0.282279029463, 62.365, 1
0.281845753899, 62.278, 2
0.282495667244, 62.265, 3
0.284012131716, 62.704, 4
0.281412478336, 62.305, 5
0.281412478336, 62.348, 6
0.283795493934, 62.777, 7
0.281629116118, 62.32, 8
0.281629116118, 62.257, 9
0.281629116118, 62.293, 10
0.281629116118, 62.291, 11
0.282062391681, 62.301, 12
0.281845753899, 62.312, 13
0.281195840555, 62.282, 14
0.280762564991, 62.301, 15
0.281412478336, 62.26, 16
0.281412478336, 62.326, 17
0.281629116118, 62.327, 18
0.281412478336, 62.321, 19
0.280329289428, 62.277, 20
0.280979202773, 62.367, 21
0.280762564991, 62.263, 22
0.281629116118, 62.303, 23
0.281412478336, 62.307, 24
0.281412478336, 62.286, 25
0.281195840555, 62.345, 26
0.282062391681, 62.28, 27
0.280979202773, 62.318, 28
0.281195840555, 62.29, 29
0.282062391681, 62.363, 30
