0.924593967517, 25.014, 1
0.926334106729, 24.981, 2
0.59222737819, 15.413, 3
0.591647331787, 15.413, 4
0.925754060325, 24.895, 5
0.926914153132, 25.153, 6
0.926334106729, 25.199, 7
0.925174013921, 24.951, 8
0.589327146172, 15.884, 9
1.59280742459, 39.597, 10
0.926334106729, 24.991, 11
0.925754060325, 25.037, 12
0.931554524362, 25.372, 13
1.59744779582, 39.779, 14
0.933294663573, 25.533, 15
0.935614849188, 25.428, 16
0.926334106729, 25.23, 17
0.588747099768, 15.56, 18
0.599187935035, 15.847, 19
0.928654292343, 25.217, 20
0.594547563805, 15.674, 21
0.596287703016, 15.734, 22
0.597447795824, 15.75, 23
0.926334106729, 25.042, 24
0.594547563805, 15.69, 25
0.925754060325, 24.843, 26
0.935614849188, 25.309, 27
0.597447795824, 15.634, 28
0.594547563805, 15.599, 29
0.924593967517, 25.073, 30
