laps_completed, time_elapsed, experiment_number
0.30162412993, 7.557, 1
0.302204176334, 7.759, 2
0.385150812065, 9.878, 3
0.383990719258, 9.83, 4
0.304524361949, 7.902, 5
0.381670533643, 9.884, 6
0.383990719258, 10.047, 7
0.393851508121, 10.087, 8
0.302204176334, 7.91, 9
0.386890951276, 10.031, 10
0.308004640371, 8.092, 11
0.379930394432, 10.019, 12
0.380510440835, 9.998, 13
0.238979118329, 6.027, 14
0.383410672854, 9.911, 15
0.382250580046, 9.921, 16
0.302784222738, 7.976, 17
0.383410672854, 9.923, 18
0.386310904872, 10.075, 19
0.386890951276, 10.392, 20
0.385150812065, 10.043, 21
0.302784222738, 7.839, 22
0.395011600928, 10.255, 23
0.383410672854, 10.086, 24
0.30162412993, 7.917, 25
0.302204176334, 7.751, 26
0.380510440835, 9.892, 27
0.385150812065, 9.939, 28
0.389211136891, 10.124, 29
0.301044083527, 7.811, 30
