laps_completed, time_elapsed, experiment_number
0.309035687168, 7.43, 1
0.318906605923, 6.77, 2
0.315110098709, 6.844, 3
0.307517084282, 6.844, 4
0.317388003037, 6.925, 5
0.316628701595, 6.921, 6
0.307517084282, 6.981, 7
0.319665907365, 6.991, 8
0.318906605923, 6.89, 9
0.309035687168, 6.9, 10
0.31814730448, 6.886, 11
0.307517084282, 6.846, 12
0.31814730448, 7.43, 13
0.319665907365, 7.052, 14
0.319665907365, 6.841, 15
0.319665907365, 7.458, 16
0.318906605923, 6.935, 17
0.31814730448, 6.928, 18
0.307517084282, 7.119, 19
0.309035687168, 7.047, 20
0.316628701595, 6.903, 21
0.315869400152, 6.808, 22
0.318906605923, 6.973, 23
0.320425208808, 6.881, 24
0.30675778284, 7.098, 25
0.30675778284, 7.171, 26
0.320425208808, 6.892, 27
0.316628701595, 6.947, 28
0.312832194381, 7.05, 29
0.30979498861, 7.014, 30
0.309035687168, 7.084, 31
0.318906605923, 7.189, 32
0.308276385725, 7.107, 33
0.319665907365, 6.888, 34
0.30979498861, 7.716, 35
0.318906605923, 7.04, 36
0.315110098709, 6.891, 37
0.308276385725, 7.053, 38
0.316628701595, 6.943, 39
0.307517084282, 7.023, 40
0.310554290053, 6.963, 41
0.315869400152, 6.98, 42
0.309035687168, 7.151, 43
0.309035687168, 7.007, 44
