laps_completed, time_elapsed, experiment_number
1.09491268033, 62.292, 1
1.12680334093, 62.342, 2
1.1245254366, 62.328, 3
1.12528473804, 62.277, 4
1.1245254366, 62.283, 5
1.12680334093, 62.343, 6
1.12604403948, 62.303, 7
1.12604403948, 62.356, 8
1.12680334093, 62.294, 9
1.1245254366, 62.387, 10
1.13895216401, 62.812, 11
1.12832194381, 62.347, 12
1.12528473804, 62.27, 13
1.12528473804, 62.34, 14
1.12832194381, 62.315, 15
1.12680334093, 62.261, 16
1.12604403948, 62.36, 17
1.12300683371, 62.29, 18
1.12756264237, 62.36, 19
1.12604403948, 62.371, 20
1.1245254366, 62.34, 21
1.12756264237, 62.289, 22
1.12832194381, 62.401, 23
1.12528473804, 62.308, 24
1.12604403948, 62.345, 25
1.12756264237, 62.422, 26
1.12832194381, 62.363, 27
1.12756264237, 62.417, 28
1.12832194381, 62.293, 29
1.12756264237, 62.363, 30
