laps_completed, time_elapsed, experiment_number
1.30979498861, 62.364, 1
1.32574031891, 62.467, 2
1.32194381169, 62.305, 3
1.28397873956, 62.303, 4
1.284738041, 62.289, 5
1.28397873956, 62.318, 6
1.3059984814, 62.305, 7
1.32498101746, 62.373, 8
1.28170083523, 62.275, 9
1.28246013667, 62.361, 10
1.28549734244, 62.318, 11
1.28625664389, 62.354, 12
1.32422171602, 62.373, 13
1.32194381169, 62.359, 14
1.32346241458, 62.319, 15
1.28397873956, 62.331, 16
1.28549734244, 62.292, 17
1.28321943812, 62.338, 18
1.31055429005, 62.303, 19
1.32346241458, 62.351, 20
1.29233105543, 62.338, 21
1.28321943812, 62.289, 22
0.349278663629, 15.056, 23
1.28701594533, 62.278, 24
1.28397873956, 62.339, 25
1.284738041, 62.31, 26
1.28246013667, 62.371, 27
1.32270311314, 62.358, 28
1.30979498861, 62.346, 29
1.34851936219, 62.438, 30
