1, e2e, 1.0, 0.893006021306
2, e2e, 1.0, 0.890099909173
1, e2e, 1.0, 0.889521100047
2, e2e, 1.0, 0.88646684832
1, e2e, 1.0, 0.890942698706
1, e2e, 1.0, 0.895977808599
2, e2e, 1.0, 0.886322463768
3, e2e, 1.0, 0.899124827269
4, e2e, 1.0, 0.898651789865
5, e2e, 1.0, 0.896007428041
6, e2e, 1.0, 0.890531177829
7, e2e, 1.0, 0.892335766423
8, e2e, 1.0, 0.899338374291
9, e2e, 1.0, 0.893150684932
10, e2e, 1.0, 0.889803383631
11, e2e, 1.0, 0.898368298368
12, e2e, 1.0, 0.892272727273
13, e2e, 1.0, 0.899074074074
14, e2e, 1.0, 0.887568555759
15, e2e, 1.0, 0.893230349841
16, e2e, 1.0, 0.8440243079
1, disparity_extender, 1.0, 0.399730820996
2, disparity_extender, 1.0, 0.404937202252
3, disparity_extender, 1.0, 0.404430929626
4, disparity_extender, 1.0, 0.395870736086
5, disparity_extender, 1.0, 0.418843683084
6, disparity_extender, 1.0, 0.413176265271
7, disparity_extender, 1.0, 0.402747960498
8, disparity_extender, 1.0, 0.408110440035
9, disparity_extender, 1.0, 0.396956521739
10, disparity_extender, 1.0, 0.395490026019
11, disparity_extender, 1.0, 0.408973252804
12, disparity_extender, 1.0, 0.40035118525
13, disparity_extender, 1.0, 0.396341463415
14, disparity_extender, 1.0, 0.31488801054
15, disparity_extender, 1.0, 0.38552115133
16, disparity_extender, 1.0, 0.396052631579
17, disparity_extender, 1.0, 0.408830022075
18, disparity_extender, 1.0, 0.397600685518
19, disparity_extender, 1.0, 0.40174291939
20, disparity_extender, 1.0, 0.40861618799
1, pure_pursuit, 1.0, 0.940400363967
2, pure_pursuit, 1.0, 0.94536271809
3, pure_pursuit, 1.0, 0.942544459644
4, pure_pursuit, 1.0, 0.945224083296
5, pure_pursuit, 1.0, 0.944970681101
6, pure_pursuit, 1.0, 0.9454705365
7, pure_pursuit, 1.0, 0.940757238307
8, pure_pursuit, 1.0, 0.948260869565
9, pure_pursuit, 1.0, 0.595134665508
10, pure_pursuit, 1.0, 0.945886493621
11, pure_pursuit, 1.0, 0.937974118697
12, pure_pursuit, 1.0, 0.948673336233
13, pure_pursuit, 1.0, 0.959262435678
14, pure_pursuit, 1.0, 0.942093541203
15, pure_pursuit, 1.0, 0.948741007194
1, e2e, 0.5, 0.843528368794
2, e2e, 0.5, 0.855917667238
3, e2e, 0.5, 0.831180017227
4, e2e, 0.5, 0.871342512909
5, e2e, 0.5, 0.895246478873
6, e2e, 0.5, 0.835465372739
7, e2e, 0.5, 0.875659050967
8, e2e, 0.5, 0.854101995565
9, e2e, 0.5, 0.860313315927
10, e2e, 0.5, 0.834217506631
11, e2e, 0.5, 0.855411255411
12, e2e, 0.5, 0.8430335097
13, e2e, 0.5, 0.850407201029
14, e2e, 0.5, 0.801663747811
15, e2e, 0.5, 0.876626289816
16, e2e, 0.5, 0.774114774115
1, disparity_extender, 0.5, 0.617371937639
2, disparity_extender, 0.5, 0.625491051942
