0.395591647332, 9.643, 1
0.395011600928, 9.803, 2
0.395011600928, 9.833, 3
0.396751740139, 9.738, 4
1.39617169374, 32.887, 5
0.395011600928, 10.036, 6
0.46403712297, 11.909, 7
0.464617169374, 12.397, 8
2.39443155452, 59.026, 9
0.402552204176, 9.978, 10
0.221577726218, 5.426, 11
0.394431554524, 10.022, 12
0.414153132251, 10.477, 13
0.395011600928, 9.946, 14
0.464617169374, 12.263, 15
0.394431554524, 9.875, 16
0.393851508121, 9.824, 17
0.395591647332, 9.982, 18
0.39849187935, 10.281, 19
0.455916473318, 22.296, 20
0.462877030162, 12.018, 21
0.46403712297, 12.041, 22
1.406612529, 36.177, 23
0.393851508121, 9.75, 24
0.463457076566, 11.868, 25
0.395591647332, 9.908, 26
1.46229698376, 35.155, 27
1.46403712297, 35.058, 28
0.395591647332, 9.886, 29
0.405452436195, 10.121, 30
