-7.400002, -2.680002
-6.720002, -2.600002
-8.040002, -2.520002
-7.560002, -2.480002
-7.560002, -2.440002
-7.920002, -2.400002
-8.600002, -2.360002
10.519998, -2.360002
-5.720002, -2.320002
-7.160002, -2.280002
11.639998, -2.280002
-4.880002, -2.240002
-6.920002, -2.200002
11.519998, -2.200002
-5.200002, -2.160002
-7.800002, -2.120002
10.319998, -2.120002
-6.680002, -2.080002
11.319998, -2.080002
-5.760002, -2.040002
-9.080002, -2.000002
-5.080002, -2.000002
-8.600002, -1.960002
-4.600002, -1.960002
-8.400002, -1.920002
-4.400002, -1.920002
-8.400002, -1.880002
-4.400002, -1.880002
-8.600002, -1.840002
-4.600002, -1.840002
-9.000002, -1.800002
-5.000002, -1.800002
11.919997, -1.800002
-5.560002, -1.760002
11.239998, -1.760002
-6.280002, -1.720002
10.359998, -1.720002
-7.240002, -1.680002
-3.240002, -1.680002
-8.400002, -1.640002
-4.400002, -1.640002
11.959997, -1.640002
-5.720002, -1.600002
10.519998, -1.600002
-7.160002, -1.560002
-3.160002, -1.560002
-8.840002, -1.520002
-4.840002, -1.520002
11.079998, -1.520002
-6.720002, -1.480002
-2.720002, -1.480002
-8.720002, -1.440002
-4.720002, -1.440002
10.999998, -1.440002
-6.880002, -1.400002
-2.880002, -1.400002
-9.160002, -1.360002
-5.160002, -1.360002
10.279998, -1.360002
-7.640002, -1.320002
-3.640002, -1.320002
11.719998, -1.320002
-6.200002, -1.280002
-2.200002, -1.280002
-8.960002, -1.240002
-4.960002, -1.240002
10.199998, -1.240002
-7.800002, -1.200002
-3.800002, -1.200002
11.239998, -1.200002
-6.760002, -1.160002
-2.760002, -1.160002
12.199997, -1.160002
-5.840002, -1.120002
-1.840002, -1.120002
-9.040002, -1.080002
-5.040002, -1.080002
9.679998, -1.080002
-8.400002, -1.040002
-4.400002, -1.040002
10.239998, -1.040002
-7.840002, -1.000002
-3.840002, -1.000002
10.679998, -1.000002
-7.440002, -0.960002
-3.440002, -0.960002
11.039998, -0.960002
-7.080002, -0.920002
-3.080002, -0.920002
11.279998, -0.920002
-6.840002, -0.880002
-2.840002, -0.880002
11.439998, -0.880002
-6.760002, -0.840002
-2.760002, -0.840002
11.399998, -0.840002
-6.800002, -0.800002
-2.800002, -0.800002
11.239998, -0.800002
-6.960002, -0.760002
-2.960002, -0.760002
11.039998, -0.760002
-7.200002, -0.720002
-3.200002, -0.720002
10.679998, -0.720002
-7.560002, -0.680002
-3.560002, -0.680002
10.239998, -0.680002
-8.040002, -0.640002
-4.040002, -0.640002
9.679998, -0.640002
