racecar2,4.965811965811966, 57.309, 1
racecar,4.064102564102564, 57.295, 1
racecar,4.049145299145299, 57.284, 2
racecar2,4.965811965811966, 57.319, 2
racecar,1.517094017094017, 21.254, 3
racecar2,1.4401709401709402, 21.28, 3
racecar,4.036324786324786, 57.335, 4
racecar2,4.963675213675214, 57.332, 4
racecar,4.1068376068376065, 57.296, 5
racecar2,4.967948717948718, 57.294, 5
racecar2,4.967948717948718, 57.327, 6
racecar,4.061965811965812, 57.302, 6
racecar,4.055555555555555, 57.313, 7
racecar2,4.967948717948718, 57.321, 7
racecar2,4.965811965811966, 57.285, 8
racecar,4.079059829059829, 57.275, 8
racecar,4.089743589743589, 57.336, 9
racecar2,4.967948717948718, 57.327, 9
racecar,4.066239316239316, 57.309, 10
racecar2,4.97008547008547, 57.34, 10
racecar2,4.961538461538462, 57.321, 11
racecar,1.0085470085470085, 57.321, 11
racecar,9.98076923076923, 57.314, 12
racecar2,4.97008547008547, 57.324, 12
racecar,4.089743589743589, 57.332, 13
racecar2,4.972222222222222, 57.333, 13
racecar,4.102564102564102, 57.322, 14
racecar2,4.965811965811966, 57.33, 14
racecar,4.087606837606837, 57.33, 15
racecar2,4.967948717948718, 57.331, 15
racecar,4.049145299145299, 57.287, 16
racecar2,4.967948717948718, 57.304, 16
racecar,1.0042735042735043, 17.104, 17
racecar2,1.1559829059829059, 17.116, 17
racecar,4.081196581196581, 57.347, 18
racecar2,4.97008547008547, 57.348, 18
racecar,4.087606837606837, 57.283, 19
racecar2,4.967948717948718, 57.272, 19
racecar,4.05982905982906, 57.307, 20
racecar2,4.963675213675214, 57.309, 20
racecar,4.0918803418803416, 57.305, 21
racecar2,4.9743589743589745, 57.305, 21
racecar,4.076923076923077, 57.336, 22
racecar2,4.967948717948718, 57.339, 22
racecar,4.081196581196581, 57.335, 23
racecar2,4.982905982905983, 57.324, 23
racecar,4.0576923076923075, 57.303, 24
racecar2,4.978632478632479, 57.314, 24
racecar2,4.972222222222222, 57.288, 25
racecar,9.982905982905983, 57.29, 25
racecar,4.081196581196581, 57.295, 26
racecar2,4.965811965811966, 57.305, 26
racecar2,4.97008547008547, 57.288, 27
racecar,4.0405982905982905, 57.298, 27
racecar,4.0576923076923075, 57.342, 28
racecar2,4.980769230769231, 57.336, 28
racecar,7.769230769230769, 57.328, 29
racecar2,4.982905982905983, 57.335, 29
racecar2,4.97008547008547, 57.322, 30
racecar,4.066239316239316, 57.314, 30
