racecar_walker, 15, 0, racecar2, racecar3, 2
racecar_walker, 15, 0, racecar2, racecar3, 9
racecar_walker, 15, 0, racecar2, racecar3, 13
racecar_walker, 15, 0, racecar3, racecar2, 16
racecar_walker, 15, 0, racecar2, racecar3, 19
