2.025898, 1.643103, 0.720196, 0.002515, -0.935862
2.025900, 1.643106, 0.720197, 0.002535, -0.935862
2.025900, 1.643106, 0.720204, 0.002535, -0.935861
2.025899, 1.643104, 0.720226, 0.002515, -0.935857
2.025900, 1.643104, 0.720237, 0.002515, -0.935855
2.025900, 1.643105, 0.720243, 0.002515, -0.935854
2.025901, 1.643105, 0.720258, 0.002515, -0.935851
2.025901, 1.643105, 0.720264, 0.002514, -0.935850
2.025901, 1.643106, 0.720276, 0.002514, -0.935848
2.025902, 1.643108, 0.720272, 0.002534, -0.935849
2.025903, 1.643109, 0.720283, 0.002534, -0.935847
2.025902, 1.643107, 0.720303, 0.002514, -0.935843
2.025903, 1.643107, 0.720314, 0.002514, -0.935842
2.025904, 1.643110, 0.720315, 0.002536, -0.935841
2.025904, 1.643108, 0.720333, 0.002514, -0.935838
2.025904, 1.643108, 0.720348, 0.002514, -0.935835
2.025905, 1.643111, 0.720342, 0.002535, -0.935837
2.025906, 1.643111, 0.720353, 0.002535, -0.935835
2.025905, 1.643109, 0.720371, 0.002513, -0.935831
2.025905, 1.643109, 0.720383, 0.002513, -0.935829
2.025906, 1.643110, 0.720390, 0.002513, -0.935828
2.025906, 1.643110, 0.720404, 0.002513, -0.935826
2.025907, 1.643110, 0.720411, 0.002513, -0.935824
2.025907, 1.643111, 0.720425, 0.002513, -0.935822
2.025907, 1.643111, 0.720431, 0.002513, -0.935821
2.025909, 1.643114, 0.720431, 0.002533, -0.935821
2.025909, 1.643114, 0.720446, 0.002534, -0.935818
2.025909, 1.643114, 0.720451, 0.002534, -0.935817
2.025910, 1.643115, 0.720458, 0.002534, -0.935816
2.025909, 1.643113, 0.720480, 0.002513, -0.935812
2.025911, 1.643116, 0.720485, 0.002532, -0.935811
2.025910, 1.643113, 0.720502, 0.002512, -0.935808
2.025911, 1.643116, 0.720502, 0.002534, -0.935808
2.025912, 1.643116, 0.720510, 0.002532, -0.935807
2.025912, 1.643117, 0.720517, 0.002532, -0.935806
2.025911, 1.643115, 0.720539, 0.002512, -0.935802
2.025913, 1.643118, 0.720543, 0.002532, -0.935801
2.025913, 1.643118, 0.720548, 0.002532, -0.935800
2.025914, 1.643118, 0.720561, 0.002533, -0.935798
2.025914, 1.643118, 0.720566, 0.002531, -0.935797
2.025914, 1.643119, 0.720582, 0.002531, -0.935794
2.025915, 1.643119, 0.720587, 0.002533, -0.935793
2.025914, 1.643117, 0.720610, 0.002511, -0.935789
2.025914, 1.643117, 0.720617, 0.002511, -0.935788
2.025915, 1.643118, 0.720633, 0.002511, -0.935785
2.025915, 1.643118, 0.720637, 0.002511, -0.935785
2.025916, 1.643118, 0.720647, 0.002511, -0.935783
2.025917, 1.643121, 0.720651, 0.002531, -0.935782
2.025917, 1.643121, 0.720656, 0.002533, -0.935781
2.025917, 1.643119, 0.720678, 0.002511, -0.935777
2.025918, 1.643122, 0.720675, 0.002530, -0.935778
2.025917, 1.643120, 0.720697, 0.002511, -0.935774
2.025919, 1.643123, 0.720694, 0.002532, -0.935775
2.025919, 1.643123, 0.720708, 0.002532, -0.935772
2.025919, 1.643123, 0.720715, 0.002532, -0.935771
2.025919, 1.643121, 0.720733, 0.002510, -0.935768
2.025920, 1.643122, 0.720750, 0.002510, -0.935765
2.025921, 1.643124, 0.720745, 0.002532, -0.935766
2.025921, 1.643125, 0.720760, 0.002532, -0.935763
2.025921, 1.643123, 0.720777, 0.002510, -0.935760
2.025921, 1.643123, 0.720790, 0.002510, -0.935758
2.025922, 1.643126, 0.720783, 0.002532, -0.935759
2.025922, 1.643124, 0.720807, 0.002510, -0.935755
2.025923, 1.643126, 0.720802, 0.002531, -0.935755
2.025922, 1.643124, 0.720825, 0.002509, -0.935752
2.025923, 1.643125, 0.720832, 0.002509, -0.935750
2.025923, 1.643125, 0.720850, 0.002509, -0.935747
2.025924, 1.643128, 0.720843, 0.002529, -0.935748
2.025924, 1.643126, 0.720862, 0.002509, -0.935745
2.025924, 1.643126, 0.720876, 0.002509, -0.935742
2.025926, 1.643129, 0.720878, 0.002531, -0.935742
2.025926, 1.643129, 0.720884, 0.002531, -0.935741
2.025925, 1.643127, 0.720901, 0.002509, -0.935738
2.025927, 1.643130, 0.720901, 0.002529, -0.935738
2.025926, 1.643128, 0.720925, 0.002509, -0.935734
2.025926, 1.643128, 0.720931, 0.002509, -0.935733
2.025927, 1.643128, 0.720941, 0.002509, -0.935731
2.025928, 1.643131, 0.720939, 0.002530, -0.935731
2.025928, 1.643129, 0.720962, 0.002508, -0.935727
2.025928, 1.643129, 0.720970, 0.002508, -0.935726
2.025929, 1.643132, 0.720974, 0.002530, -0.935725
2.025929, 1.643130, 0.720990, 0.002508, -0.935722
2.025930, 1.643133, 0.720995, 0.002528, -0.935721
2.025930, 1.643133, 0.720999, 0.002528, -0.935721
2.025931, 1.643133, 0.721013, 0.002530, -0.935718
2.025931, 1.643134, 0.721019, 0.002530, -0.935717
2.025931, 1.643132, 0.721041, 0.002508, -0.935713
2.025932, 1.643134, 0.721036, 0.002529, -0.935714
2.025932, 1.643135, 0.721049, 0.002527, -0.935712
2.025932, 1.643133, 0.721074, 0.002508, -0.935708
2.025933, 1.643135, 0.721068, 0.002529, -0.935709
2.025934, 1.643136, 0.721081, 0.002529, -0.935706
2.025934, 1.643136, 0.721087, 0.002529, -0.935705
2.025933, 1.643134, 0.721112, 0.002507, -0.935701
2.025934, 1.643137, 0.721106, 0.002529, -0.935702
2.025935, 1.643137, 0.721117, 0.002527, -0.935700
2.025935, 1.643135, 0.721141, 0.002507, -0.935696
2.025935, 1.643135, 0.721146, 0.002507, -0.935695
2.025936, 1.643138, 0.721147, 0.002527, -0.935695
2.025936, 1.643136, 0.721172, 0.002507, -0.935690
2.025936, 1.643136, 0.721179, 0.002507, -0.935689
2.025937, 1.643139, 0.721175, 0.002526, -0.935690
2.025938, 1.643139, 0.721190, 0.002528, -0.935687
2.025937, 1.643137, 0.721205, 0.002507, -0.935684
2.025938, 1.643140, 0.721209, 0.002528, -0.935684
2.025939, 1.643140, 0.721214, 0.002528, -0.935683
2.025938, 1.643138, 0.721236, 0.002506, -0.935679
2.025939, 1.643139, 0.721250, 0.002506, -0.935677
2.025939, 1.643139, 0.721255, 0.002506, -0.935676
2.025939, 1.643139, 0.721262, 0.002506, -0.935674
2.025940, 1.643140, 0.721275, 0.002506, -0.935672
2.025940, 1.643140, 0.721282, 0.002506, -0.935671
2.025941, 1.643140, 0.721300, 0.002506, -0.935668
2.025941, 1.643141, 0.721307, 0.002506, -0.935666
2.025941, 1.643141, 0.721318, 0.002506, -0.935664
2.025942, 1.643144, 0.721312, 0.002527, -0.935665
2.025943, 1.643144, 0.721326, 0.002527, -0.935663
2.025943, 1.643144, 0.721332, 0.002525, -0.935662
2.025943, 1.643142, 0.721354, 0.002505, -0.935658
2.025943, 1.643142, 0.721360, 0.002505, -0.935657
2.025944, 1.643143, 0.721376, 0.002505, -0.935654
2.025944, 1.643143, 0.721380, 0.002505, -0.935654
2.025945, 1.643146, 0.721382, 0.002525, -0.935653
2.025946, 1.643146, 0.721395, 0.002527, -0.935651
2.025946, 1.643147, 0.721400, 0.002525, -0.935650
2.025945, 1.643145, 0.721421, 0.002505, -0.935646
2.025946, 1.643145, 0.721428, 0.002505, -0.935645
2.025947, 1.643148, 0.721433, 0.002526, -0.935644
2.025946, 1.643146, 0.721449, 0.002505, -0.935641
2.025948, 1.643148, 0.721454, 0.002524, -0.935640
2.025947, 1.643146, 0.721471, 0.002505, -0.935638
2.025948, 1.643146, 0.721478, 0.002505, -0.935636
2.025948, 1.643147, 0.721486, 0.002504, -0.935635
2.025948, 1.643147, 0.721501, 0.002504, -0.935632
2.025949, 1.643148, 0.721508, 0.002504, -0.935631
