4, 0, racecar, porto_track, 4
5, 0, racecar, porto_track, 5
7, 0, racecar, porto_track, 7
13, 0, racecar, porto_track, 13
14, 0, racecar, porto_track, 14
15, 0, racecar, porto_track, 15
23, 0, racecar, porto_track, 23
26, 0, racecar, porto_track, 26
27, 0, racecar, porto_track, 27
30, 0, racecar, porto_track, 30
2, 0, racecar, porto_track, 2
