racecar,1.184510250569476, 31.252, 1
racecar2,2.4874715261959, 31.286, 1
racecar,1.2938496583143508, 15.288, 2
racecar2,1.1890660592255125, 15.28, 2
racecar,4.992406985573273, 44.706, 3
racecar2,3.6317388003037205, 44.717, 3
racecar,1.058466211085801, 11.546, 4
racecar2,0.8162490508731967, 11.553, 4
racecar,3.4434320425208806, 44.891, 5
racecar2,3.630220197418375, 44.913, 5
racecar,1.041002277904328, 11.555, 6
racecar2,0.8147304479878512, 11.56, 6
racecar,1.0311313591495823, 11.422, 7
racecar2,0.8170083523158694, 11.422, 7
racecar2,1.2004555808656037, 15.436, 8
racecar,1.3234624145785876, 15.59, 8
racecar,3.873196659073652, 32.955, 9
racecar2,2.6378132118451028, 32.966, 9
racecar,3.8762338648443433, 33.246, 10
racecar2,2.654517843583903, 33.267, 10
racecar,3.571753986332574, 45.051, 11
racecar2,3.654517843583903, 44.992, 11
racecar,1.017463933181473, 11.334, 12
racecar2,0.8291571753986332, 11.334, 12
racecar,0.47987851176917234, 11.556000000000001, 13
racecar2,0.8253606681852695, 11.558, 13
racecar,1.2946089597570236, 15.297, 14
racecar2,1.1890660592255125, 15.295, 14
racecar,1.0622627182991649, 11.645, 15
racecar2,0.8488990129081245, 11.674, 15
racecar,0.2611996962794229, 11.655, 16
racecar2,0.785876993166287, 11.236, 16
racecar2,2.639331814730448, 33.091, 17
racecar,3.9233105542900533, 32.954, 17
racecar,1.2839787395596052, 15.358, 18
racecar2,1.190584662110858, 15.361, 18
racecar,3.463173880030372, 44.766, 19
racecar2,3.6294608959757024, 44.759, 19
racecar,1.29916476841306, 15.023, 20
racecar2,1.190584662110858, 15.561, 20
racecar,3.845102505694761, 44.722, 21
racecar2,3.6287015945330294, 44.688, 21
racecar,0.1776765375854214, 32.889, 22
racecar2,2.6552771450265755, 32.937, 22
racecar2,1.1890660592255125, 15.345, 23
racecar,1.3037205770690965, 15.341, 23
racecar,1.3037205770690965, 15.445, 24
racecar2,1.193621867881549, 15.44, 24
racecar,1.3173880030372058, 15.504, 25
racecar2,1.1928625664388761, 15.507, 25
racecar,1.29916476841306, 15.359, 26
racecar2,1.1890660592255125, 15.367, 26
racecar,0.3470007593014427, 11.357, 27
racecar2,0.7904328018223234, 11.35, 27
racecar2,1.1928625664388761, 15.506, 28
racecar,1.293090356871678, 15.494, 28
racecar2,1.1989369779802581, 15.494, 29
racecar,1.3014426727410782, 15.478, 29
racecar,0.0, 47.319, 30
racecar2,3.798025816249051, 47.339, 30
