racecar2,0.023504273504273504, 5.479, 1
racecar,0.11538461538461539, 5.496, 1
racecar,0.0876068376068376, 57.6, 2
racecar2,0.05128205128205128, 57.585, 2
racecar,0.36538461538461536, 5.499, 3
racecar2,0.0, 5.506, 3
racecar,0.5576923076923077, 7.881, 4
racecar2,0.22863247863247863, 7.886, 4
racecar,0.3482905982905983, 5.507, 5
racecar2,0.0, 5.492, 5
racecar,0.32905982905982906, 5.47, 6
racecar2,0.0, 5.478, 6
racecar,0.3311965811965812, 5.095, 7
racecar2,0.0, 5.503, 7
racecar,0.36538461538461536, 5.498, 8
racecar2,0.0, 5.497, 8
racecar,0.344017094017094, 5.194, 9
racecar2,0.0, 5.511, 9
racecar,0.3525641025641026, 5.507, 10
racecar2,0.0, 5.516, 10
racecar,0.3547008547008547, 5.522, 11
racecar2,0.0, 5.502, 11
racecar,0.41239316239316237, 6.202, 12
racecar2,0.1623931623931624, 6.205, 12
racecar,0.35683760683760685, 5.478, 13
racecar2,0.13034188034188035, 5.492, 13
racecar2,0.16025641025641027, 5.566, 14
racecar,0.3611111111111111, 5.564, 14
racecar,0.358974358974359, 5.169, 15
racecar2,0.00641025641025641, 5.542, 15
racecar2,0.002136752136752137, 5.526, 16
racecar,0.3504273504273504, 5.53, 16
racecar2,0.13034188034188035, 5.191, 17
racecar,0.35683760683760685, 5.552, 17
racecar2,0.0, 5.52, 18
racecar,0.3504273504273504, 5.5120000000000005, 18
racecar,0.3482905982905983, 5.418, 19
racecar2,0.0, 5.494, 19
racecar2,0.19444444444444445, 6.652, 20
racecar,0.45726495726495725, 6.663, 20
racecar,0.36324786324786323, 5.757, 21
racecar2,0.0, 5.912, 21
racecar,0.3547008547008547, 5.522, 22
racecar2,0.12393162393162394, 5.541, 22
racecar,0.3482905982905983, 5.638, 23
racecar2,0.17094017094017094, 6.676, 23
racecar,0.35683760683760685, 5.492, 24
racecar2,0.010683760683760684, 4.49, 24
racecar,0.358974358974359, 5.48, 25
racecar2,0.042735042735042736, 5.482, 25
racecar2,0.0, 4.874, 26
racecar,0.32905982905982906, 5.231, 26
racecar,0.3525641025641026, 5.474, 27
racecar2,0.0, 5.499, 27
racecar,0.41239316239316237, 6.746, 28
racecar2,0.053418803418803416, 6.763, 28
racecar2,0.00641025641025641, 5.332, 29
racecar,0.3333333333333333, 5.48, 29
racecar,0.3974358974358974, 5.948, 30
racecar2,0.0, 5.518, 30
