racecar2,2.7820804859529233, 52.51, 1
racecar,3.8526955201214883, 52.407, 1
racecar,3.9050873196659075, 52.338, 2
racecar2,2.776765375854214, 52.515, 2
racecar,3.9020501138952164, 52.431, 3
racecar2,2.7539863325740317, 52.432, 3
racecar2,1.3887623386484433, 27.375, 4
racecar,1.5664388762338648, 27.377, 4
racecar2,0.8883826879271071, 18.635, 5
racecar,0.7304479878511769, 18.637, 5
racecar,3.9187547456340166, 52.481, 6
racecar2,2.595292331055429, 52.496, 6
racecar2,1.4153378891419894, 27.286, 7
racecar,1.5983295368261201, 27.288, 7
racecar,0.7524677296886864, 17.186, 8
racecar2,0.853454821564161, 17.173, 8
racecar,0.7327258921791951, 18.607, 9
racecar2,0.8997722095671982, 18.602, 9
racecar,0.577828397873956, 16.678, 10
racecar2,0.8208048595292331, 16.68, 10
racecar,3.837509491268033, 51.506, 11
racecar2,2.6795747911921035, 51.52, 11
racecar2,0.8891419893697798, 18.767, 12
racecar,0.741837509491268, 18.787, 12
racecar,0.0, 7.029, 13
racecar2,0.2999240698557327, 7.047, 13
racecar2,1.483675018982536, 27.857, 14
racecar,1.697798025816249, 29.077, 14
racecar,1.563401670463174, 27.006, 15
racecar2,1.3880030372057708, 27.017, 15
racecar,3.9172361427486715, 52.771, 16
racecar2,2.7539863325740317, 52.772, 16
racecar,1.5588458618071375, 27.316, 17
racecar2,1.3917995444191344, 27.337, 17
racecar2,1.3917995444191344, 26.762, 18
racecar,1.5618830675778284, 26.758, 18
racecar,3.9347000759301443, 52.831, 19
racecar2,2.81169324221716, 52.848, 19
racecar2,2.7084282460136673, 52.876, 20
racecar,1.40167046317388, 52.884, 20
racecar,3.2224753227031133, 44.126, 21
racecar2,2.3044798785117693, 44.128, 21
racecar,3.8488990129081246, 51.398, 22
racecar2,2.6962794229309037, 51.399, 22
racecar,1.4085041761579347, 42.247, 23
racecar2,2.2566438876233863, 42.05, 23
racecar2,1.4024297646165529, 27.142, 24
racecar,1.5656795747911922, 27.119, 24
racecar,1.3993925588458618, 52.476, 25
racecar2,2.716021260440395, 52.478, 25
racecar,3.228549734244495, 43.674, 26
racecar2,2.2672741078208047, 43.687, 26
racecar2,2.2687927107061503, 43.481, 27
racecar,1.4039483675018982, 43.313, 27
racecar,1.580865603644647, 27.01, 28
racecar2,1.4123006833712983, 27.012, 28
racecar,2.3151100987091877, 34.672, 29
racecar2,1.7145026575550495, 34.679, 29
racecar,1.4001518602885346, 36.06, 30
racecar2,1.835990888382688, 36.083, 30
