racecar,2.43963553530752,26.606,1
racecar2,1.37737281700835,26.628,1
racecar,2.43128321943812,26.507,3
racecar2,1.37661351556568,26.509,3
racecar,4.85952923310554,52.529,5
racecar2,2.67881548974943,52.544,5
racecar,4.86864085041762,52.51,7
racecar2,2.66135155656796,51.427,7
racecar2,1.51708428246014,30.566,8
racecar,2.89673500379651,30.557,8
racecar,1.78208048595292,18.449,12
racecar2,1.93470007593014,18.469,12
racecar,0.0083523158694,35.943,16
racecar2,1.84889901290812,34.713,16
racecar,5,53.687,17
racecar2,3.90964312832194,53.708,17
racecar2,2.84434320425209,52.341,18
racecar,0,52.44,18
racecar,0.886864085041762,9.199,19
racecar2,0.398633257403189,9.247,19
racecar,2.37281700835232,26.053,26
racecar2,1.30599848139711,26.069,26
racecar,0,52.486,27
racecar2,2.86028853454822,52.486,27
racecar,2.38800303720577,25.703,28
racecar2,1.26651480637813,25.704,28
racecar,4.89825360668185,52.437,29
racecar2,2.74335611237661,52.454,29
