6, 0, racecar, porto_track, 6
8, 0, racecar, porto_track, 8
10, 0, racecar, porto_track, 10
12, 0, racecar, porto_track, 12
14, 0, racecar, porto_track, 14
18, 0, racecar, porto_track, 18
20, 0, racecar, porto_track, 20
22, 0, racecar, porto_track, 22
25, 0, racecar, porto_track, 25
26, 0, racecar, porto_track, 26
30, 0, racecar, porto_track, 30
