4, 6, racecar, porto_track, 4
19, 6, Cone172, racecar, 19
21, 6, racecar, porto_track, 21
22, 6, racecar, porto_track, 22
25, 6, Cone155, racecar, 25
29, 6, Cone182, racecar, 29
30, 6, racecar, Cone74, 30
