1, 6, racecar, porto_track, 1
11, 6, racecar, Cone323, 11
19, 6, Cone172, racecar, 19
22, 6, racecar, porto_track, 22
29, 6, Cone182, racecar, 29
30, 6, racecar, porto_track, 30
