26/03/2022/14:03:10,0.199048,0.800952,943.103
26/03/2022/14:05:19,0.196838,0.803162,948.058
26/03/2022/14:07:28,0.180173,0.819827,967.106
26/03/2022/14:09:37,0.181314,0.818686,961.385
26/03/2022/14:11:46,0.20725,0.79275,907.031
26/03/2022/14:13:55,0.199843,0.800157,955.475
26/03/2022/14:16:05,0.167203,0.832797,909.247
26/03/2022/14:18:15,0.195331,0.804669,976.832
26/03/2022/14:20:25,0.190357,0.809643,907.691
26/03/2022/14:22:35,0.193625,0.806375,952.485
