12/03/2022/19:36:20,-nan,-nan,0
12/03/2022/19:38:05,-nan,-nan,0
12/03/2022/19:39:50,-nan,-nan,0
12/03/2022/19:41:36,-nan,-nan,0
12/03/2022/19:43:21,-nan,-nan,0
12/03/2022/19:45:03,-nan,-nan,0
12/03/2022/19:46:45,-nan,-nan,0
12/03/2022/19:48:25,-nan,-nan,0
12/03/2022/19:50:07,-nan,-nan,0
12/03/2022/19:51:48,-nan,-nan,0
12/03/2022/19:53:28,-nan,-nan,0
12/03/2022/19:55:10,-nan,-nan,0
12/03/2022/19:56:50,-nan,-nan,0
12/03/2022/19:58:31,-nan,-nan,0
12/03/2022/20:00:12,-nan,-nan,0
12/03/2022/20:01:52,-nan,-nan,0
12/03/2022/20:03:34,-nan,-nan,0
12/03/2022/20:05:16,-nan,-nan,0
12/03/2022/20:06:56,-nan,-nan,0
12/03/2022/20:08:37,-nan,-nan,0
12/03/2022/20:10:19,-nan,-nan,0
12/03/2022/20:12:00,-nan,-nan,0
12/03/2022/20:13:41,-nan,-nan,0
12/03/2022/20:15:22,-nan,-nan,0
12/03/2022/20:17:02,-nan,-nan,0
12/03/2022/20:18:43,-nan,-nan,0
12/03/2022/20:20:24,-nan,-nan,0
12/03/2022/20:22:06,-nan,-nan,0
12/03/2022/20:23:46,-nan,-nan,0
12/03/2022/20:25:27,-nan,-nan,0
