12/03/2022/21:17:39,-nan,-nan,0
12/03/2022/21:19:20,-nan,-nan,0
12/03/2022/21:21:01,-nan,-nan,0
12/03/2022/21:22:41,-nan,-nan,0
12/03/2022/21:24:21,-nan,-nan,0
12/03/2022/21:26:01,-nan,-nan,0
12/03/2022/21:27:42,-nan,-nan,0
12/03/2022/21:29:23,-nan,-nan,0
12/03/2022/21:31:05,-nan,-nan,0
12/03/2022/21:32:45,-nan,-nan,0
12/03/2022/21:34:25,-nan,-nan,0
12/03/2022/21:36:06,-nan,-nan,0
12/03/2022/21:37:48,-nan,-nan,0
12/03/2022/21:39:28,-nan,-nan,0
12/03/2022/21:41:08,-nan,-nan,0
12/03/2022/21:42:48,-nan,-nan,0
12/03/2022/21:44:29,-nan,-nan,0
12/03/2022/21:46:10,-nan,-nan,0
12/03/2022/21:47:52,-nan,-nan,0
12/03/2022/21:49:33,-nan,-nan,0
12/03/2022/21:51:14,-nan,-nan,0
12/03/2022/21:52:54,-nan,-nan,0
12/03/2022/21:54:34,-nan,-nan,0
12/03/2022/21:56:14,-nan,-nan,0
12/03/2022/21:57:54,-nan,-nan,0
12/03/2022/21:59:33,-nan,-nan,0
12/03/2022/22:01:15,-nan,-nan,0
12/03/2022/22:02:56,-nan,-nan,0
12/03/2022/22:04:37,-nan,-nan,0
12/03/2022/22:06:17,-nan,-nan,0
