racecar,0.20652999240698558, 2.983, 1
racecar2,0.10098709187547457, 2.995, 1
racecar,0.06454062262718299, 4.5809999999999995, 1
racecar2,0.24145785876993167, 5.664, 1
racecar,0.25968109339407747, 5.433, 2
racecar2,0.07820804859529233, 5.436, 2
racecar,0.05087319665907365, 5.264, 3
racecar2,0.07137433561123765, 5.27, 3
racecar,0.42596810933940776, 5.832, 4
racecar2,0.07441154138192863, 5.452, 4
racecar,0.35003796507213364, 5.6, 5
racecar2,0.08428246013667426, 5.603, 5
racecar2,0.0888382687927107, 5.469, 6
racecar,0.16173120728929385, 5.454, 6
racecar,1.0372057706909643, 21.13, 7
racecar2,1.9217919514047077, 21.128, 7
racecar,0.05694760820045558, 5.556, 8
racecar2,0.08580106302201974, 5.767, 8
racecar,0.11617312072892938, 5.574, 9
racecar2,0.190584662110858, 5.582, 9
racecar,0.25740318906605925, 5.474, 10
racecar2,0.15186028853454822, 5.456, 10
racecar,0.15945330296127563, 13.2, 11
racecar2,0.5444191343963554, 13.204, 11
racecar2,0.0, 6.316, 12
racecar,0.12148823082763857, 5.995, 12
racecar2,0.08048595292331055, 5.422, 13
racecar,0.15641609719058466, 5.58, 13
racecar2,1.029612756264237, 22.642, 14
racecar,1.0098709187547457, 22.219, 14
racecar,0.10554290053151101, 8.215, 15
racecar2,0.27942293090356873, 7.269, 15
racecar,0.3545937737281701, 5.413, 16
racecar2,0.018223234624145785, 5.423, 16
racecar,0.10402429764616553, 9.21, 17
racecar2,0.2885345482156416, 9.216, 17
racecar,0.33712984054669703, 4.984, 18
racecar2,0.03189066059225513, 5.407, 18
racecar2,0.15869400151860288, 5.707, 19
racecar,0.0812452543659833, 5.715, 19
racecar,0.11465451784358391, 6.845, 20
racecar2,0.2839787395596052, 6.845, 20
racecar2,0.0, 5.431, 21
racecar,0.3735763097949886, 5.424, 21
racecar,0.05618830675778284, 23.972, 22
racecar2,1.0265755504935459, 24.991, 22
racecar,0.41078208048595294, 5.453, 23
racecar2,0.08580106302201974, 5.471, 23
racecar2,0.20425208807896736, 5.381, 24
racecar,0.018223234624145785, 5.391, 24
racecar2,0.08959757023538345, 5.692, 25
racecar,0.4198936977980258, 5.699, 25
racecar2,0.024297646165527716, 5.485, 26
racecar,0.32953682611996965, 5.476, 26
racecar,0.4085041761579347, 5.446, 27
racecar2,0.012148823082763858, 5.449, 27
racecar2,0.5960516324981018, 15.941, 28
racecar,0.07668944570994685, 14.972, 28
racecar,0.3788914198936978, 5.452, 29
racecar2,0.08731966590736523, 5.452, 29
racecar2,0.18375094912680334, 9.978, 30
racecar,1.9324221716021261, 9.979, 30
